Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
244;21101057377;"Advanced Mathematical Models and Applications";journal;"25194445";;-;8;26;21;675;46;21;2,19;25,96;30,00;0;1;Azerbaijan;Eastern Europe;"Jomard Publishing";"2019, 2021-2023";"Applied Mathematics; Computational Mathematics; Control and Optimization; Modeling and Simulation; Numerical Analysis; Statistics and Probability";"Mathematics"
245;21101099585;"Calcutta Statistical Association Bulletin";journal;"00080683, 24566462";;-;11;10;31;186;17;31;0,21;18,60;15,00;0;0;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2002-2003, 2005-2006, 2008, 2011-2012, 2020-2023";"Statistics and Probability";"Mathematics"
246;21101134735;"Data Science";journal;"24518484, 24518492";;-;11;7;16;373;46;16;2,88;53,29;23,08;0;0;Netherlands;Western Europe;"IOS Press BV";"2021-2022";"Artificial Intelligence; Computational Mathematics; Computer Science (miscellaneous); Information Systems; Modeling and Simulation; Statistics and Probability";"Computer Science; Mathematics"
247;21101065510;"Data-Centric Engineering";journal;"26326736";;-;11;19;21;759;64;20;3,05;39,95;12,50;0;2;United Kingdom;Western Europe;"Cambridge University Press";"2020-2023";"Applied Mathematics; Computer Science Applications; Engineering (miscellaneous); Statistics and Probability";"Computer Science; Engineering; Mathematics"
248;21101113590;"Foundations of Data Science";journal;"26398001";;-;10;25;40;1035;77;39;1,93;41,40;31,08;1;2;United States;Northern America;"American Institute of Mathematical Sciences";"2019-2023";"Analysis; Applied Mathematics; Computational Theory and Mathematics; Statistics and Probability";"Computer Science; Mathematics"
249;21101080473;"Information Geometry";journal;"2511249X, 25112481";;-;9;18;30;465;57;25;1,13;25,83;6,90;0;0;Singapore;Asiatic Region;"Springer Nature";"2018-2023";"Applied Mathematics; Computational Theory and Mathematics; Computer Science Applications; Geometry and Topology; Statistics and Probability";"Computer Science; Mathematics"
250;21101049065;"International Journal of Interactive Multimedia and Artificial Intelligence";journal;"19891660";;-;23;83;100;3836;571;93;5,71;46,22;24,71;1;15;Spain;Western Europe;"Universidad Internacional de la Rioja";"2019-2023";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Signal Processing; Statistics and Probability";"Computer Science; Mathematics"
251;21101048555;"Journal of Biostatistics and Epidemiology";journal;"23834196, 2383420X";;-;6;34;64;1506;18;63;0,28;44,29;37,01;0;24;Iran;Middle East;"Tehran University of Medical Sciences";"2019-2022";"Epidemiology; Health Informatics; Public Health, Environmental and Occupational Health; Statistics and Probability";"Mathematics; Medicine"
252;21101162998;"Journal of Classical Analysis";journal;"18485987";;-;5;25;39;491;12;39;0,31;19,64;28,95;0;0;Croatia;Eastern Europe;"Ele-Math";"2019-2023";"Analysis; Statistics and Probability";"Mathematics"
253;21101079608;"Journal of Reliability and Statistical Studies";journal;"09748024, 22295666";;-;7;32;49;785;17;49;0,35;24,53;31,43;0;2;Denmark;Western Europe;"River Publishers";"2019-2022";"Analysis; Numerical Analysis; Statistics and Probability";"Mathematics"
254;21101176852;"Journal of Statistical Research";journal;"0256422X";;-;1;21;21;523;1;21;0,05;24,90;34,78;0;5;Bangladesh;Asiatic Region;"Institute of Statistical Research and Training (ISRT), University of Dhaka";"2019-2022";"Demography; Modeling and Simulation; Social Sciences (miscellaneous); Statistics and Probability";"Mathematics; Social Sciences"
255;21101046170;"Journal of Statistics and Data Science Education";journal;"26939169";;-;37;37;94;1111;142;75;1,40;30,03;46,75;1;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2021-2023";"Education; Management Science and Operations Research; Statistics and Probability";"Decision Sciences; Mathematics; Social Sciences"
256;21101042317;"Journal of Systems Science and Information";journal;"14789906, 25126660";;-;8;40;74;1441;51;74;0,69;36,03;45,13;0;14;China;Asiatic Region;"Science China Press";"2019-2023";"Applied Mathematics; Computer Networks and Communications; Control and Systems Engineering; Decision Sciences (miscellaneous); Economics, Econometrics and Finance (miscellaneous); Statistics and Probability";"Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics"
257;21101142420;"Journal of the Indian Society for Probability and Statistics";journal;"23649569";;-;9;19;62;499;42;62;0,49;26,26;39,39;0;0;Germany;Western Europe;"Springer";"2016-2023";"Statistics and Probability";"Mathematics"
258;21101066160;"Mathematical Sciences";journal;"22517456, 20081359";;-;24;47;109;1489;236;109;2,14;31,68;26,55;0;1;Germany;Western Europe;"Springer Nature";"2012-2023";"Analysis; Applied Mathematics; Computer Science Applications; Information Systems; Numerical Analysis; Signal Processing; Statistics and Probability";"Computer Science; Mathematics"
259;21101154818;"Neuro-Fuzzy Modeling Techniques in Economics";journal;"24153516, 23063289";;-;4;7;8;266;6;8;0,75;38,00;52,94;0;2;Ukraine;Eastern Europe;"Vadym Hetman Kyiv National University of Economics";"2019, 2021-2022";"Applied Mathematics; Economics, Econometrics and Finance (miscellaneous); Management Science and Operations Research; Statistics and Probability; Statistics, Probability and Uncertainty";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
260;21101094914;"Observational Studies";journal;"27673324";;-;6;35;23;971;23;20;1,00;27,74;26,67;0;2;United States;Northern America;"University of Pennsylvania Press";"2019-2023";"Applied Mathematics; Computer Science Applications; Modeling and Simulation; Numerical Analysis; Statistics and Probability";"Computer Science; Mathematics"
261;21101093023;"Probability, Uncertainty and Quantitative Risk";journal;"23670126, 20959672";;-;11;20;22;575;39;22;2,08;28,75;17,14;0;0;United States;Northern America;"American Institute of Mathematical Sciences";"2016-2023";"Applied Mathematics; Statistics and Probability; Statistics, Probability and Uncertainty";"Decision Sciences; Mathematics"
262;21101081515;"Researches in Mathematics";journal;"26645009, 26644991";;-;2;8;22;93;3;22;0,14;11,63;44,44;0;0;Ukraine;Eastern Europe;"Oles Honchar Dnipro National University";"2019-2023";"Algebra and Number Theory; Analysis; Mathematical Physics; Statistics and Probability";"Mathematics"
263;21101121584;"Review of Economics and Political Science";journal;"26313561, 23569980";;-;10;20;47;1126;42;47;0,84;56,30;46,15;0;13;United Kingdom;Western Europe;"Emerald Publishing";"2018-2023";"Applied Mathematics; Economics, Econometrics and Finance (miscellaneous); Political Science and International Relations; Sociology and Political Science; Statistics and Probability";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
264;21101053588;"SMAI Journal of Computational Mathematics";journal;"24268399";;-;14;9;41;439;47;40;1,25;48,78;9,52;0;0;France;Western Europe;"SMAI French Society for Applied and Industrial Mathematics";"2015-2023";"Computational Mathematics; Modeling and Simulation; Numerical Analysis; Statistics and Probability";"Mathematics"
265;21101093357;"Statistics, Politics and Policy";journal;"21517509, 21946299";;-;11;19;21;808;13;21;0,71;42,53;25,00;3;11;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2023";"Economics, Econometrics and Finance (miscellaneous); Sociology and Political Science; Statistics and Probability";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
266;12007;"Statisztikai Szemle";journal;"00390690";;-;4;43;77;1502;20;76;0,26;34,93;24,24;0;13;Hungary;Eastern Europe;"Kozponti Statisztikai Hivatal";"1946, 1948, 1977-1999, 2019-2023";"Applied Mathematics; Demography; Economics and Econometrics; Social Sciences (miscellaneous); Statistics and Probability";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
267;21101151614;"Stochastic Modelling and Computational Sciences (discontinued)";journal;"27523829";;-;1;10;0;197;0;0;0,00;19,70;33,33;0;0;United Kingdom;Western Europe;"Roman Science Publications and Distributions";"2021-2023";"Computer Science (miscellaneous); Modeling and Simulation; Statistics and Probability; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics"
